qacc,sacc,qlen,length,pident,qstart,qend,sstart,send,evalue,bitscore,alignment_coverage
group_4937,DADYHI010000002,588,589,82.683,1,588,410425,411012,5.3e-169,596.0,1.001700680272109
group_4944,JAJGNV010000003.1,1722,1722,98.432,1,1722,246829,245108,0.0,2984.0,1.0
group_4946,NZ_JABCFE010000017,846,846,95.981,1,846,1813,2658,0.0,1373.0,1.0
group_4949,SPVP150139.contig00009,282,282,98.582,1,282,39715,39434,7.359999999999999e-138,491.0,1.0
group_4967,NZ_MUXG01000004,648,648,100.0,1,648,434604,433957,0.0,1169.0,1.0
group_4970,VP15198.contig00015,315,315,97.46,1,315,91229,91542,7.79e-151,535.0,1.0
group_4971,VP07269.contig00005,150,150,98.667,1,150,77706,77557,3.1199999999999996e-69,262.0,1.0
group_4974,SPVP170011.contig00002,831,831,98.917,1,831,542102,542932,0.0,1459.0,1.0
group_4975,NZ_JABCBH010000019,1293,1271,91.345,16,1286,14105,15375,0.0,1797.0,0.982985305491106
group_4976,SPVP150085.contig00029,1002,1002,91.816,1,1002,10675,11643,0.0,1459.0,1.0
group_4979,VP07269.contig00002,378,378,97.884,1,378,561394,561771,0.0,646.0,1.0
group_4981,VP07003.contig00001,186,186,98.387,1,186,263786,263601,4.92e-87,323.0,1.0
group_4991,SPVP150045.contig00007,2319,2319,99.957,1,2319,262101,264419,0.0,4178.0,1.0
group_4999,SRR18609788.contig00010,378,372,91.398,7,378,134191,134562,1.41e-148,527.0,0.9841269841269841
group_5011,SPVP170098.contig00004,1596,1597,88.103,1,1596,5695,4100,0.0,2017.0,1.00062656641604
group_5014,VP07269.contig00002,627,627,99.362,1,627,526146,526769,0.0,1112.0,1.0
group_5015,SRR18034811.contig00003,678,679,86.009,1,678,403498,404176,0.0,793.0,1.0014749262536873
group_5016,SRR18762455.contig00002,996,996,99.9,1,996,407475,406480,0.0,1792.0,1.0
group_5019,SRR18763195.contig00004,654,654,98.471,1,654,434124,434777,0.0,1135.0,1.0
group_5032,SPVP170098.contig00001,2064,2064,98.692,1,2064,277117,279165,0.0,3610.0,1.0
group_505,VP07269.contig00002,300,300,97.667,1,300,562351,562650,2.94e-143,510.0,1.0
group_5051,SPVP110054.contig00015,561,561,99.822,1,561,2259,1699,0.0,1008.0,1.0
group_5054,SPVP110054.contig00015,195,195,100.0,1,195,15005,14811,3.07e-96,352.0,1.0
group_5059,NZ_KK020625,222,222,100.0,1,222,164240,164461,7.85e-111,401.0,1.0
group_5067,SRR18609788.contig00010,495,496,79.839,1,495,133714,134206,7.500000000000001e-122,439.0,1.002020202020202
group_5068,SRR16324073.contig00008,630,633,87.836,1,630,57439,56813,0.0,794.0,1.0047619047619047
group_5072,NZ_JNSU02000012,588,588,99.66,1,588,4413,5000,0.0,1052.0,1.0
group_5076,NZ_NNHO01000002,1242,1242,100.0,1,1242,10787,9546,0.0,2241.0,1.0
group_5078,ABDZFE010000021,453,453,83.223,1,453,32673,33125,9.48e-133,475.0,1.0
group_5083,SPVP140212.contig00002,405,405,98.519,1,405,514104,513700,0.0,704.0,1.0
group_5087,SPVP110054.contig00015,243,243,98.765,1,243,21976,21734,7.6300000000000005e-118,425.0,1.0
group_5088,NZ_MUXG01000015,435,435,100.0,1,435,62583,62149,0.0,785.0,1.0
group_5093,SPVP140285.contig00010,870,875,76.571,1,870,116815,117685,0.0,649.0,1.0057471264367817
group_5098,SPVP140260.contig00008,192,192,100.0,1,192,75001,74810,1.28e-94,347.0,1.0
group_5101,SPVP140107.contig00002,540,540,98.519,1,540,751421,750882,0.0,939.0,1.0
group_5102,SRR11823751.contig00029,651,651,100.0,1,651,10968,11618,0.0,1175.0,1.0
group_5123,SRR18034811.contig00007,3237,3222,93.296,1,3222,274888,278109,0.0,4837.0,0.995366079703429
group_5124,SRR4016801.contig00002,1332,1332,100.0,1,1332,258316,256985,0.0,2403.0,1.0
group_5134,SRR16324073.contig00006,192,192,100.0,1,192,316590,316781,1.28e-94,347.0,1.0
group_5139,JACVHI010000016.1,1875,1875,100.0,1,1875,81442,83316,0.0,3382.0,1.0
group_5140,SRR18762455.contig00002,954,954,86.688,1,954,117265,116312,0.0,1149.0,1.0
group_5148,SPVP170049.contig00018,444,444,93.018,1,444,10014,10451,0.0,663.0,1.0
group_5149,SRR18762455.contig00001,594,594,97.306,1,594,933699,934292,0.0,1000.0,1.0
group_5154,VP15198.contig00005,1353,1353,96.009,1,1353,3905,2553,0.0,2197.0,1.0
group_516,SPVP150085.contig00021,432,432,97.222,1,432,12442,12011,0.0,726.0,1.0
group_5163,NZ_NNHO01000019,192,184,92.935,1,184,119660,119843,2.32e-72,274.0,0.9583333333333334
group_5164,SPVP170102.contig00002,609,609,91.626,1,609,119184,119741,0.0,911.0,1.0
group_5167,NZ_NNHO01000002,1272,1272,100.0,1,1272,9549,8278,0.0,2295.0,1.0
group_5168,NZ_NNHO01000002,903,903,100.0,1,903,8276,7374,0.0,1629.0,1.0
group_5176,JAJGNV010000002.1,591,591,79.019,1,591,229240,228653,7.41e-142,506.0,1.0
group_5180,JACVHI010000002.1,234,234,85.043,1,234,405973,405752,1.02e-71,271.0,1.0
group_5190,SPVP110054.contig00015,318,318,100.0,1,318,74563,74246,8.970000000000001e-163,574.0,1.0
group_5202,SPVP170049.contig00018,444,437,91.076,8,444,10510,10946,5.12e-174,613.0,0.9842342342342343
group_5203,NZ_KK020603,768,768,95.573,1,768,96760,95993,0.0,1232.0,1.0
group_5204,SRR18762455.contig00013,543,543,93.37,1,543,17478,18020,0.0,818.0,1.0
group_5212,ABDZFE010000008,663,663,98.341,1,663,24358,23696,0.0,1147.0,1.0
group_5213,SPVP150045.contig00002,957,957,100.0,1,957,477878,478834,0.0,1727.0,1.0
group_5214,JACVHT010000002.1,2265,2233,72.1,1,2226,567259,565040,0.0,1192.0,0.9858719646799117
group_5216,VP10022.contig00001,849,849,99.764,1,849,48493,49341,0.0,1523.0,1.0
group_5217,VP11139.contig00011,1608,1607,94.711,1,1606,60562,62167,0.0,2508.0,0.9993781094527363
group_5219,SRR18609788.contig00034,2067,2066,94.966,1,2066,13734,11669,0.0,3258.0,0.9995162070633768
group_5221,VP11139.contig00006,657,657,100.0,1,657,222018,222674,0.0,1186.0,1.0
group_523,NZ_JABCBN010000043,888,888,100.0,1,888,1397,2284,0.0,1602.0,1.0
group_5232,NZ_MUXG01000004,621,521,79.271,1,518,436748,437265,2.2400000000000003e-123,445.0,0.8389694041867954
group_5234,NZ_LFYN01000039,840,840,100.0,1,840,101503,102342,0.0,1516.0,1.0
group_5236,VP11139.contig00006,612,612,100.0,1,612,223282,222671,0.0,1104.0,1.0
group_5239,SRR11350400.contig00009,1209,1209,97.353,1,1209,85225,86432,0.0,2033.0,1.0
group_5241,SPVP110054.contig00001,456,456,95.395,1,456,291775,292230,0.0,728.0,1.0
group_5242,SPVP140285.contig00001,1329,1331,99.775,1,1329,75625,74295,0.0,2385.0,1.00150489089541
group_5243,VP10022.contig00001,486,486,98.354,1,486,50067,50552,0.0,841.0,1.0
group_5245,VP11139.contig00006,849,849,100.0,1,849,224173,223325,0.0,1532.0,1.0
group_525,SRR11823751.contig00023,420,420,92.857,1,420,60699,60280,2.67e-177,623.0,1.0
group_5250,AAXOXW010000036,255,255,97.255,1,255,2996,2742,6.61e-119,429.0,1.0
group_5255,NZ_NNHO01000002,561,561,100.0,1,561,5342,4782,0.0,1012.0,1.0
group_5256,DADYHI010000001,1551,1551,99.42,1,1551,135794,137341,0.0,2755.0,1.0
group_5260,VP06050.contig00055,741,732,88.388,1,732,732,1,0.0,938.0,0.9878542510121457
group_527,SRR18762455.contig00002,1530,1530,100.0,1,1530,301262,299733,0.0,2760.0,1.0
group_5276,SPVP150139.contig00008,456,456,94.079,1,456,11344,10889,0.0,701.0,1.0
group_5285,SRR4016801.contig00008,780,780,99.872,1,780,80798,80019,0.0,1403.0,1.0
group_5299,SPVP140259.contig00002,747,747,97.456,1,747,626898,626152,0.0,1262.0,1.0
group_5302,SPVP110054.contig00015,285,285,98.947,1,285,56718,56434,1.4399999999999998e-140,501.0,1.0
group_5305,SPVP140259.contig00004,1215,1215,98.601,1,1215,330504,329299,0.0,2119.0,1.0
group_5308,SPVP150085.contig00011,465,379,97.889,1,377,13772,14149,0.0,642.0,0.8150537634408602
group_5309,DADYHI010000001,5745,5745,99.513,1,5745,118608,124343,0.0,10239.0,1.0
group_531,SPVP170162.contig00015,855,846,95.154,10,855,9343,8498,0.0,1342.0,0.9894736842105263
group_5311,SRR18034811.contig00007,375,375,94.933,1,375,281779,282153,1.4000000000000001e-167,591.0,1.0
group_5314,VP11139.contig00011,387,387,97.933,1,387,47064,47450,0.0,663.0,1.0
group_5329,SPVP140260.contig00018,561,561,100.0,1,561,116069,115509,0.0,1012.0,1.0
group_5330,SRR17888663.contig00016,813,813,100.0,1,813,11318,12130,0.0,1467.0,1.0
group_5333,SPVP170102.contig00002,546,546,98.352,1,546,197768,197232,0.0,948.0,1.0
group_5334,NZ_BAVK01000012,429,429,100.0,1,429,291326,291754,0.0,774.0,1.0
group_5338,NZ_MUXG01000007,306,306,100.0,1,306,85243,84938,2.81e-156,553.0,1.0
group_5343,SPVP150169.contig00001,495,495,99.192,1,495,139266,138772,0.0,875.0,1.0
group_5346,SPVP140090.contig00007,954,915,88.634,1,915,25965,25056,0.0,1182.0,0.9591194968553459
group_5347,SPVP150169.contig00015,444,444,98.874,1,444,108494,108937,0.0,779.0,1.0
group_535,NZ_CP046785,1494,1199,94.245,302,1494,1900983,1899785,0.0,1853.0,0.8025435073627845
group_5351,SRR17888663.contig00031,429,429,100.0,1,429,16096,16524,0.0,774.0,1.0
group_5352,SRR18034811.contig00006,1680,1680,99.524,1,1680,197013,198686,0.0,2995.0,1.0
group_5355,JACVHI010000014.1,4578,4182,97.872,1,4182,68688,64507,0.0,7141.0,0.9134993446920052
group_5356,VP15198.contig00012,4587,4587,99.935,1,4587,89651,85065,0.0,8259.0,1.0
group_5357,SRR17888663.contig00036,1083,1083,99.815,1,1083,4758,5840,0.0,1945.0,1.0
group_5359,SPVP150085.contig00017,4650,3925,86.93,728,4650,68209,64287,0.0,4752.0,0.8440860215053764
group_5364,SPVP170098.contig00021,585,596,97.651,1,585,2416,1822,0.0,1014.0,1.0188034188034187
group_5365,VP11139.contig00083,723,723,99.862,1,723,33,754,0.0,1297.0,1.0
group_538,JACVHI010000023.1,258,258,100.0,1,258,34198,34455,2.6600000000000002e-130,466.0,1.0
group_5381,NZ_JABCFE010000007,651,651,100.0,1,651,27432,26782,0.0,1175.0,1.0
group_5388,SPVP140260.contig00027,1920,1920,90.625,1,1920,16147,18066,0.0,2652.0,1.0
group_539,SRR18034811.contig00004,459,459,91.285,1,459,7882,7424,0.0,648.0,1.0
group_5390,JACVHJ010000009.1,345,292,91.438,1,292,15940,15649,2.03e-114,415.0,0.8463768115942029
group_5392,SPVP170098.contig00003,243,243,78.601,1,243,388544,388302,1.29e-51,205.0,1.0
group_5393,NZ_MUXG01000009,537,537,98.883,1,537,218126,217596,0.0,943.0,1.0
group_5394,VP11139.contig00012,600,600,95.5,1,600,126660,126088,0.0,981.0,1.0
group_5423,SRR17888663.contig00001,1041,1041,97.214,1,1041,677497,676457,0.0,1747.0,1.0
group_5425,AAXOXW010000025,1989,1778,69.854,214,1974,3055,1292,0.0,774.0,0.8939165409753645
group_5426,NZ_JABCFE010000001,120,120,94.167,1,120,316103,316218,5.25e-46,185.0,1.0
group_5427,SPVP140285.contig00010,207,200,96.5,1,200,198923,198724,3.76e-89,330.0,0.966183574879227
group_543,VP06050.contig00001,1266,1266,96.761,1,1266,478723,477458,0.0,2099.0,1.0
group_5431,NZ_NNHO01000001,2187,2187,85.231,1,2187,336317,334137,0.0,2489.0,1.0
group_5433,AAXOXW010000002,414,414,100.0,1,414,19285,19698,0.0,747.0,1.0
group_5435,SRR18763195.contig00003,459,459,97.386,1,459,8247,7789,0.0,774.0,1.0
group_5453,JACVHI010000018.1,1665,1665,98.979,1,1665,80325,81989,0.0,2927.0,1.0
group_5458,SRR18609788.contig00008,1617,1617,100.0,1,1617,66027,67643,0.0,2917.0,1.0
group_547,JAJGNV010000004.1,450,446,99.103,5,450,70104,69659,0.0,787.0,0.9911111111111112
group_5471,NZ_NNHO01000001,252,252,100.0,1,252,333708,333959,4.69e-127,455.0,1.0
group_5475,SPVP170011.contig00002,555,555,100.0,1,555,88310,87756,0.0,1002.0,1.0
group_5477,VP07003.contig00001,918,927,93.42,1,918,260557,261479,0.0,1396.0,1.0098039215686274
group_5483,SPVP170098.contig00011,576,576,99.826,1,576,74326,73751,0.0,1035.0,1.0
group_5485,SPVP170011.contig00002,192,192,97.917,1,192,541497,541688,3.4399999999999995e-89,329.0,1.0
group_5487,SPVP140285.contig00025,1077,981,68.502,1,972,9883,8939,1.22e-91,341.0,0.9108635097493036
group_5490,SRR18034811.contig00002,447,447,95.749,1,447,265324,265770,0.0,721.0,1.0
group_5495,SPVP170146.contig00047,735,698,73.066,13,705,3760,4437,1.7999999999999998e-106,389.0,0.9496598639455782
group_5500,SPVP170049.contig00025,3150,3150,100.0,1,3150,7100,10249,0.0,5681.0,1.0
group_5503,SRR18034811.contig00005,1509,1494,85.274,1,1494,401747,403240,0.0,1703.0,0.9900596421471173
group_5508,SPVP150085.contig00029,1005,989,87.563,1,989,12304,13292,0.0,1230.0,0.9840796019900497
group_5514,SPVP170162.contig00003,969,970,96.701,1,969,308278,309247,0.0,1602.0,1.001031991744066
group_5522,SPVP140259.contig00004,897,885,97.966,1,885,343717,342833,0.0,1516.0,0.9866220735785953
group_5524,NZ_MUXG01000019,270,270,94.444,1,270,12420,12689,3.65e-116,420.0,1.0
group_5527,SRR11823751.contig00029,900,893,87.346,8,900,32457,31565,0.0,1102.0,0.9922222222222222
group_5534,SPVP150139.contig00012,2160,2160,89.028,1,2160,31815,33974,0.0,2828.0,1.0
group_5536,NZ_JABCCB010000019,2256,2256,100.0,1,2256,8820,6565,0.0,4069.0,1.0
group_5538,SPVP140260.contig00005,1143,1143,99.125,1,1143,264799,265941,0.0,2017.0,1.0
group_5556,SRR18609788.contig00011,1311,1311,99.771,1,1311,5909,4599,0.0,2351.0,1.0
group_5557,SRR11350400.contig00010,150,150,93.333,1,150,193080,193229,2.25e-58,226.0,1.0
group_556,SPVP170146.contig00010,2442,2442,99.427,1,2442,171541,173982,0.0,4341.0,1.0
group_5569,SPVP140260.contig00010,1275,1265,74.625,13,1275,75623,74370,0.0,824.0,0.9921568627450981
group_5572,SRR11823746.contig00009,510,510,97.059,1,510,69194,69703,0.0,853.0,1.0
group_5574,JACVHI010000001.1,1107,1107,92.593,1,1107,619735,618629,0.0,1627.0,1.0
group_5575,SRR16324073.contig00002,819,819,99.878,1,819,172846,172028,0.0,1473.0,1.0
group_5577,SPVP140260.contig00001,315,316,85.443,1,315,558873,559188,3.54e-98,360.0,1.0031746031746032
group_5578,SRR11823746.contig00009,1089,1089,98.898,1,1089,88373,87297,0.0,1917.0,1.0
group_5579,NZ_CP046785,477,401,95.012,1,401,2741949,2741549,1.69e-180,634.0,0.8406708595387841
group_5587,VP10022.contig00003,573,571,99.825,3,573,362788,362218,0.0,1026.0,0.9965095986038395
group_5588,SPVP150139.contig00005,660,660,96.667,1,660,352008,351349,0.0,1092.0,1.0
group_5590,SPVP110054.contig00015,303,303,98.68,1,303,60357,60055,3.17e-149,529.0,1.0
group_5591,SPVP110054.contig00015,303,303,99.67,1,303,55604,55906,5.03e-153,543.0,1.0
group_5592,SPVP170102.contig00002,171,147,78.912,1,146,204719,204574,9.840000000000001e-26,119.0,0.8596491228070176
group_5593,SPVP170146.contig00010,3624,3624,99.641,1,3624,204780,201157,0.0,6478.0,1.0
group_5596,NZ_NNKS01000200,1065,1065,95.775,1,1065,7826,6762,0.0,1718.0,1.0
group_5608,VP15198.contig00011,657,657,98.021,1,657,18372,17716,0.0,1127.0,1.0
group_5609,SPVP110054.contig00001,741,741,98.516,1,741,295567,296307,0.0,1287.0,1.0
group_561,SRR4016801.contig00011,1560,1559,98.14,1,1559,17130,18688,0.0,2681.0,0.9993589743589744
group_5618,SPVP170098.contig00011,789,789,94.804,1,789,73751,72963,0.0,1239.0,1.0
group_5622,DADYHI010000013,2544,2544,94.418,1,2544,93465,96005,0.0,3947.0,1.0
group_563,SRR16324073.contig00001,231,231,98.701,1,231,874949,874719,2.35e-111,404.0,1.0
group_5638,SRR13684777.contig00030,237,237,100.0,1,237,39848,39612,6.09e-119,428.0,1.0
group_5639,SPVP140260.contig00010,726,726,94.766,1,726,74357,73632,0.0,1139.0,1.0
group_5645,NZ_JABCIE010000002,381,382,99.738,1,381,177965,177584,0.0,682.0,1.0026246719160106
group_5647,NZ_JAFLNR010000001,276,276,96.014,1,276,408636,408361,7.71e-125,449.0,1.0
group_5648,SRR18763195.contig00004,678,678,99.115,1,678,419789,420466,0.0,1196.0,1.0
group_5649,SRR13684777.contig00039,645,645,100.0,1,645,32724,32080,0.0,1164.0,1.0
group_565,VP10022.contig00001,477,477,92.034,1,477,21083,21559,0.0,690.0,1.0
group_5651,SRR19641559.contig00004,2496,2496,99.679,1,2496,459549,462044,0.0,4466.0,1.0
group_5656,NZ_NNEL01000032,276,276,96.014,1,276,105893,105618,7.71e-125,449.0,1.0
group_5658,NZ_NNEL01000032,495,495,77.98,1,495,106406,105913,2.3e-109,398.0,1.0
group_566,NZ_LFYN01000107,1050,1050,95.619,1,1050,6521,5472,0.0,1687.0,1.0
group_5661,SPVP150139.contig00016,1332,1332,98.498,1,1332,89424,88093,0.0,2313.0,1.0
group_5663,NZ_MUXG01000006,1761,1760,78.409,1,1760,13935,12176,0.0,1462.0,0.9994321408290744
group_5670,NZ_KK020603,987,988,98.684,1,987,125652,124665,0.0,1720.0,1.0010131712259371
group_5672,NZ_JABCIE010000019,261,257,85.603,1,257,29714,29970,2.89e-79,297.0,0.9846743295019157
group_5679,SRR13684777.contig00052,474,461,73.753,1,461,9622,9162,9.98e-76,287.0,0.9725738396624473
group_5684,VP06050.contig00001,1089,1089,97.521,1,1089,475228,474140,0.0,1843.0,1.0
group_5691,JACVHJ010000002.1,1134,1136,79.225,1,1134,204317,205441,0.0,970.0,1.001763668430335
group_5695,JACVHI010000018.1,1485,1485,99.327,1,1485,74588,73104,0.0,2634.0,1.0
group_5698,NZ_JABCBN010000001,120,120,97.5,1,120,4495,4614,1.96e-51,204.0,1.0
group_5701,SPVP170049.contig00003,183,183,97.814,1,183,73709,73527,2.5e-84,313.0,1.0
group_5707,NZ_KK020603,243,243,98.765,1,243,99530,99772,7.6300000000000005e-118,425.0,1.0
group_5710,SPVP150085.contig00050,552,552,99.638,1,552,1025,1576,0.0,987.0,1.0
group_5719,SPVP150169.contig00020,528,528,99.053,1,528,21164,20637,0.0,930.0,1.0
group_572,JACVHJ010000017.1,270,270,97.778,1,270,102627,102358,1.19e-128,461.0,1.0
group_573,JACVHJ010000017.1,615,615,100.0,1,615,103807,103193,0.0,1110.0,1.0
group_5748,SRR16324073.contig00002,594,594,98.822,1,594,760389,759796,0.0,1040.0,1.0
group_5752,SPVP110054.contig00001,204,204,95.588,1,204,294486,294683,3.69e-89,329.0,1.0
group_5753,JADQEE010000013.1,2100,2100,99.905,1,2100,64727,66826,0.0,3779.0,1.0
group_5764,SPVP170102.contig00003,1161,1161,100.0,1,1161,686086,687246,0.0,2094.0,1.0
group_5767,VP11139.contig00013,186,186,100.0,1,186,85678,85493,2.23e-91,336.0,1.0
group_5769,SRR13684777.contig00039,507,507,100.0,1,507,32065,31559,0.0,915.0,1.0
group_5776,JAJGNV010000005.1,750,750,99.067,1,750,197673,198422,0.0,1322.0,1.0
group_5780,SPVP110054.contig00015,552,552,99.457,1,552,41583,41032,0.0,983.0,1.0
group_5784,JACVHJ010000012.1,1656,1656,95.229,1,1656,87930,86275,0.0,2631.0,1.0
group_5786,VP06050.contig00005,720,725,81.931,2,720,226278,225560,0.0,710.0,1.0069444444444444
group_5789,SPVP140260.contig00010,3366,3365,98.306,1,3365,83996,80633,0.0,5809.0,0.9997029114676174
group_5791,JACVHJ010000012.1,1500,1499,89.86,1,1499,86275,84777,0.0,2019.0,0.9993333333333333
group_5793,NZ_JAFLNR010000018,735,710,85.352,1,710,2393,1684,0.0,812.0,0.9659863945578231
group_5794,VP06050.contig00002,103,103,99.029,1,103,52492,52593,6.36e-44,178.0,1.0
group_5797,AAXNRW010000001,462,462,92.208,1,462,299780,299319,0.0,672.0,1.0
group_5799,NZ_BAVK01000003,1614,1614,100.0,1,1614,8051,9664,0.0,2911.0,1.0
group_5802,SRR17888663.contig00007,1554,1554,99.035,1,1554,41357,39804,0.0,2736.0,1.0
group_5803,SPVP140212.contig00008,228,228,100.0,1,228,158561,158788,4.48e-114,412.0,1.0
group_5807,NZ_NNKS01000028,4401,4401,98.5,1,4401,5408,1032,0.0,7657.0,1.0
group_5809,NZ_JABCBN010000003,219,189,95.238,31,219,366397,366585,1.94e-80,301.0,0.863013698630137
group_5823,AAXOXW010000046,1836,1836,97.985,1,1836,3782,1956,0.0,3149.0,1.0
group_5830,SPVP170146.contig00005,825,825,96.0,1,825,253891,253097,0.0,1362.0,1.0
group_584,VP07269.contig00014,276,276,99.638,1,276,106821,106546,2.07e-138,494.0,1.0
group_5845,NZ_MUXG01000028,588,576,87.847,1,576,5801,5227,0.0,720.0,0.9795918367346939
group_5851,JACVHI010000002.1,390,390,95.641,1,390,403547,403158,2.02e-178,627.0,1.0
group_5854,VP07269.contig00011,459,438,78.311,22,459,9291,9728,1.53e-98,362.0,0.954248366013072
group_5872,NZ_JABCFE010000002,774,710,96.62,65,774,178064,178773,0.0,1173.0,0.917312661498708
group_5889,SPVP140260.contig00001,3633,3581,89.919,55,3633,552917,549342,0.0,4824.0,0.9856867602532342
group_5892,SRR11823751.contig00040,447,439,98.861,9,447,6732,6294,0.0,770.0,0.9821029082774049
group_5895,VP06050.contig00001,828,828,98.068,1,828,462365,463192,0.0,1422.0,1.0
group_59,AAXNRW010000001,543,543,100.0,1,543,304111,303569,0.0,980.0,1.0
group_5901,SPVP140260.contig00010,759,759,93.412,1,759,72789,72031,0.0,1144.0,1.0
group_5903,SPVP170146.contig00003,981,965,89.534,1,965,26511,25547,0.0,1286.0,0.9836901121304791
group_5909,SRR18762455.contig00008,693,693,99.856,1,693,4932,4240,0.0,1246.0,1.0
group_5912,VP15198.contig00007,252,252,97.222,1,252,147508,147753,7.95e-118,425.0,1.0
group_5917,SRR11350400.contig00001,1185,1185,97.975,1,1185,379565,378381,0.0,2030.0,1.0
group_5918,JACVHI010000018.1,228,228,99.561,1,228,12948,13175,1.9e-112,407.0,1.0
group_5920,VP15198.contig00001,936,936,99.786,1,936,678071,677136,0.0,1680.0,1.0
group_5929,NZ_MUXG01000004,1035,1035,100.0,1,1035,444206,443172,0.0,1867.0,1.0
group_5939,NZ_CP046786,1167,1149,99.652,1,1149,732148,733296,0.0,2055.0,0.9845758354755784
group_594,NZ_JABCIE010000002,1533,1529,99.869,5,1533,20488,22015,0.0,2746.0,0.9973907371167645
group_5952,NZ_JABCBN010000026,786,787,79.67,1,786,165,951,0.0,695.0,1.0012722646310432
group_5955,SPVP170162.contig00003,2220,2220,96.937,1,2220,531936,534155,0.0,3698.0,1.0
group_5956,SPVP170011.contig00003,2328,2328,99.356,1,2328,22880,20559,0.0,4132.0,1.0
group_5957,SRR16324073.contig00011,732,732,98.224,1,732,91324,92055,0.0,1262.0,1.0
group_5958,VP15198.contig00004,645,645,99.535,1,645,194177,194821,0.0,1150.0,1.0
group_5964,VP07003.contig00028,183,183,97.814,1,183,5900,6082,2.5e-84,313.0,1.0
group_5966,SPVP140259.contig00072,420,420,79.048,1,420,138,557,1.39e-98,361.0,1.0
group_5976,VP07269.contig00005,861,861,98.026,1,861,51091,50231,0.0,1477.0,1.0
group_5978,JACVHJ010000031.1,2628,2628,96.88,1,2628,50447,47820,0.0,4370.0,1.0
group_5979,SPVP140212.contig00001,1773,1652,88.136,130,1773,543965,542343,0.0,2080.0,0.9317540891144952
group_5981,SPVP140285.contig00001,1470,1470,99.66,1,1470,450944,449478,0.0,2627.0,1.0
group_5982,SPVP170162.contig00005,708,708,100.0,1,708,367400,368107,0.0,1278.0,1.0
group_5983,SRR13684777.contig00024,1368,1368,99.415,1,1368,47686,49047,0.0,2433.0,1.0
group_5984,VP06050.contig00003,1485,1485,99.529,1,1485,63737,65218,0.0,2645.0,1.0
group_5985,DADYHI010000019,183,183,98.361,1,183,26299,26481,2.05e-85,317.0,1.0
group_5991,VP06050.contig00055,741,733,92.633,1,732,732,1,0.0,1072.0,0.9892037786774629
group_5992,AAXOXW010000035,249,249,99.598,1,249,7250,7497,1.02e-122,442.0,1.0
group_5993,SRR11823746.contig00004,1002,1001,93.107,1,1001,579307,580307,0.0,1495.0,0.999001996007984
group_5998,VP11139.contig00011,1185,1185,96.456,1,1185,54503,55687,0.0,1948.0,1.0
group_5999,SPVP170102.contig00001,3105,2580,95.814,1,2579,435484,438062,0.0,4159.0,0.8309178743961353
group_6001,ABDZFE010000018,672,672,96.28,1,672,17215,17886,0.0,1100.0,1.0
group_6003,SPVP140260.contig00027,1374,1374,100.0,1,1374,14811,16184,0.0,2479.0,1.0
group_6005,NZ_LFYN01000047,144,144,99.306,1,144,56575,56432,4.41e-67,256.0,1.0
group_6006,SRR17888663.contig00034,630,625,85.28,10,630,4943,5564,0.0,697.0,0.9920634920634921
group_6007,SRR17888663.contig00034,1044,1041,69.549,1,1028,3891,4918,5.3399999999999995e-115,418.0,0.9971264367816092
group_6009,SPVP140259.contig00004,1920,1920,81.615,1,1920,181546,183465,0.0,1872.0,1.0
group_6012,JADQEE010000014.1,1080,1080,99.907,1,1080,3248,4327,0.0,1944.0,1.0
group_6017,SPVP150085.contig00050,357,357,99.72,1,357,1573,1929,0.0,640.0,1.0
group_6021,SPVP140285.contig00003,474,474,93.882,1,474,224814,225286,0.0,721.0,1.0
group_6046,SPVP170146.contig00047,768,768,99.87,1,768,3703,4470,0.0,1381.0,1.0
group_6054,SRR17888663.contig00034,1212,1213,82.852,1,1212,583,1794,0.0,1243.0,1.0008250825082508
group_6060,SRR11823746.contig00012,549,549,99.818,1,549,29949,30497,0.0,986.0,1.0
group_6065,SRR18762455.contig00013,867,867,98.731,1,867,71468,70611,0.0,1518.0,1.0
group_6067,SPVP170146.contig00028,1089,1089,99.908,1,1089,17694,16606,0.0,1960.0,1.0
group_6068,SPVP140285.contig00015,1122,1110,97.568,11,1120,11820,12929,0.0,1881.0,0.9893048128342246
group_607,JACVHI010000018.1,738,738,98.103,1,738,942,1679,0.0,1269.0,1.0
group_6073,VP07269.contig00011,363,363,93.113,2,363,27877,27515,7.46e-152,539.0,1.0
group_6078,VP07269.contig00025,855,856,99.65,1,855,28890,29745,0.0,1527.0,1.001169590643275
group_6080,SRR13684777.contig00007,1233,1237,92.805,1,1232,121805,123037,0.0,1820.0,1.0032441200324411
group_609,AAXNRW010000003,1566,1566,99.361,1,1566,176460,178023,0.0,2777.0,1.0
group_6099,VP07269.contig00023,1233,1233,96.269,1,1233,12841,11609,0.0,2017.0,1.0
group_6104,SRR4016801.contig00005,1173,1173,94.714,1,1173,84857,86029,0.0,1837.0,1.0
group_6110,JACVHJ010000002.1,1164,1133,85.878,1,1123,234422,233297,0.0,1315.0,0.9733676975945017
group_6112,JACVHJ010000052.1,2127,2067,68.699,1,2042,7987,5955,0.0,747.0,0.9717912552891397
group_6114,CP078611,792,792,95.076,1,792,1512171,1512962,0.0,1258.0,1.0
group_6120,NZ_NNKS01000028,906,902,98.78,1,898,1031,130,0.0,1577.0,0.9955849889624724
